policy_id,issue_age,sum_assured,coverage_years,issue_year,portfolio_id
606,18,62521.97,10,2026,TERM_LIFE
607,45,330858.88,10,2026,TERM_LIFE
608,30,24909.229,10,2026,TERM_LIFE
609,37,44525.14,10,2026,TERM_LIFE
610,50,6845.4087,10,2026,TERM_LIFE
611,25,103424.375,10,2026,TERM_LIFE
612,26,48736.816,10,2026,TERM_LIFE
613,23,306906.22,10,2026,TERM_LIFE
614,44,58893.008,10,2026,TERM_LIFE
615,23,49062.19,10,2026,TERM_LIFE
616,50,166289.95,10,2026,TERM_LIFE
617,23,29722.666,10,2026,TERM_LIFE
618,18,60122.4,10,2026,TERM_LIFE
619,23,101179.4,10,2026,TERM_LIFE
620,29,101041.14,10,2026,TERM_LIFE
621,50,73463.086,10,2026,TERM_LIFE
622,18,224775.78,10,2026,TERM_LIFE
623,40,80421.9,10,2026,TERM_LIFE
624,29,62465.13,10,2026,TERM_LIFE
625,43,55755.645,10,2026,TERM_LIFE
626,55,24554.555,10,2026,TERM_LIFE
627,49,43773.098,10,2026,TERM_LIFE
628,18,37169.18,10,2026,TERM_LIFE
629,50,32892.137,10,2026,TERM_LIFE
630,44,319925.9,10,2026,TERM_LIFE
631,35,154900.17,10,2026,TERM_LIFE
632,25,56559.246,10,2026,TERM_LIFE
633,49,40999.914,10,2026,TERM_LIFE
634,36,204950.47,10,2026,TERM_LIFE
635,28,165746.23,10,2026,TERM_LIFE
636,29,117636.41,10,2026,TERM_LIFE
637,31,55005.555,10,2026,TERM_LIFE
638,53,32448.162,10,2026,TERM_LIFE
639,23,99810.2,10,2026,TERM_LIFE
640,49,27427.152,10,2026,TERM_LIFE
641,18,47334.312,10,2026,TERM_LIFE
642,48,12415.01,10,2026,TERM_LIFE
643,30,33382.24,10,2026,TERM_LIFE
644,46,20292.348,10,2026,TERM_LIFE
645,26,102022.516,10,2026,TERM_LIFE
646,52,38960.652,10,2026,TERM_LIFE
647,31,12935.933,10,2026,TERM_LIFE
648,31,148680.47,10,2026,TERM_LIFE
649,44,30962.621,10,2026,TERM_LIFE
650,54,23487.584,10,2026,TERM_LIFE
651,32,14053.62,10,2026,TERM_LIFE
652,25,66146.19,10,2026,TERM_LIFE
653,39,50127.754,10,2026,TERM_LIFE
654,20,41842.598,10,2026,TERM_LIFE
655,26,64339.754,10,2026,TERM_LIFE
656,21,47786.758,10,2026,TERM_LIFE
657,52,35344.598,10,2026,TERM_LIFE
658,20,36109.51,10,2026,TERM_LIFE
659,49,183240.33,10,2026,TERM_LIFE
660,49,39751.297,10,2026,TERM_LIFE
661,23,23507.746,10,2026,TERM_LIFE
662,23,27489.936,10,2026,TERM_LIFE
663,54,162031.75,10,2026,TERM_LIFE
664,25,90181.63,10,2026,TERM_LIFE
665,25,92416.7,10,2026,TERM_LIFE
666,52,26837.375,10,2026,TERM_LIFE
667,37,101754.69,10,2026,TERM_LIFE
668,52,27524.705,10,2026,TERM_LIFE
669,41,89231.29,10,2026,TERM_LIFE
670,51,42878.52,10,2026,TERM_LIFE
671,23,50301.832,10,2026,TERM_LIFE
672,45,23991.732,10,2026,TERM_LIFE
673,49,22204.7,10,2026,TERM_LIFE
674,41,46066.125,10,2026,TERM_LIFE
675,40,50341.51,10,2026,TERM_LIFE
676,41,77345.36,10,2026,TERM_LIFE
677,31,31325.025,10,2026,TERM_LIFE
678,55,70616.695,10,2026,TERM_LIFE
679,40,11609.535,10,2026,TERM_LIFE
680,26,19523.875,10,2026,TERM_LIFE
681,45,9750.66,10,2026,TERM_LIFE
682,28,424170.84,10,2026,TERM_LIFE
683,48,22553.049,10,2026,TERM_LIFE
684,25,24310.418,10,2026,TERM_LIFE
685,35,85777.99,10,2026,TERM_LIFE
686,42,162784.0,10,2026,TERM_LIFE
687,51,26734.266,10,2026,TERM_LIFE
688,37,57138.33,10,2026,TERM_LIFE
689,54,8513.936,10,2026,TERM_LIFE
690,48,38664.49,10,2026,TERM_LIFE
691,52,250215.58,10,2026,TERM_LIFE
692,32,256641.78,10,2026,TERM_LIFE
693,55,111553.445,10,2026,TERM_LIFE
694,47,12197.776,10,2026,TERM_LIFE
695,49,68678.766,10,2026,TERM_LIFE
696,55,188743.48,10,2026,TERM_LIFE
697,48,78390.04,10,2026,TERM_LIFE
698,36,20307.242,10,2026,TERM_LIFE
699,28,69905.914,10,2026,TERM_LIFE
700,36,23539.676,10,2026,TERM_LIFE
701,38,20082.512,10,2026,TERM_LIFE
702,24,591661.3,10,2026,TERM_LIFE
703,18,53867.273,10,2026,TERM_LIFE
704,31,147813.33,10,2026,TERM_LIFE
705,38,48709.41,10,2026,TERM_LIFE
706,30,74868.555,10,2026,TERM_LIFE
707,50,43570.11,10,2026,TERM_LIFE
708,54,25125.92,10,2026,TERM_LIFE
709,21,50569.957,10,2026,TERM_LIFE
710,55,31571.371,10,2026,TERM_LIFE
711,28,115091.87,10,2026,TERM_LIFE
712,32,34021.734,10,2026,TERM_LIFE
713,42,54733.246,10,2026,TERM_LIFE
714,44,70397.09,10,2026,TERM_LIFE
715,51,32276.227,10,2026,TERM_LIFE
716,25,83546.65,10,2026,TERM_LIFE
717,43,199924.94,10,2026,TERM_LIFE
718,45,55836.41,10,2026,TERM_LIFE
719,44,57170.07,10,2026,TERM_LIFE
720,36,47292.36,10,2026,TERM_LIFE
721,42,112685.49,10,2026,TERM_LIFE
722,37,201189.95,10,2026,TERM_LIFE
723,39,200022.2,10,2026,TERM_LIFE
724,22,93446.195,10,2026,TERM_LIFE
725,55,63251.746,10,2026,TERM_LIFE
726,37,53115.207,10,2026,TERM_LIFE
727,20,31076.303,10,2026,TERM_LIFE
728,37,222634.73,10,2026,TERM_LIFE
729,46,44227.105,10,2026,TERM_LIFE
730,22,75030.38,10,2026,TERM_LIFE
731,45,49303.605,10,2026,TERM_LIFE
732,24,145694.89,10,2026,TERM_LIFE
733,38,54535.336,10,2026,TERM_LIFE
734,30,54043.32,10,2026,TERM_LIFE
735,22,32742.52,10,2026,TERM_LIFE
736,26,165134.3,10,2026,TERM_LIFE
737,54,62556.715,10,2026,TERM_LIFE
738,43,110195.5,10,2026,TERM_LIFE
739,38,56369.957,10,2026,TERM_LIFE
740,21,15762.868,10,2026,TERM_LIFE
741,37,41315.793,10,2026,TERM_LIFE
742,52,62092.992,10,2026,TERM_LIFE
743,40,41838.39,10,2026,TERM_LIFE
744,54,209080.77,10,2026,TERM_LIFE
745,44,129576.64,10,2026,TERM_LIFE
746,51,96929.34,10,2026,TERM_LIFE
747,21,47028.285,10,2026,TERM_LIFE
748,44,50224.508,10,2026,TERM_LIFE
749,25,50848.13,10,2026,TERM_LIFE
750,19,64302.863,10,2026,TERM_LIFE
751,34,14333.674,10,2026,TERM_LIFE
752,20,32845.867,10,2026,TERM_LIFE
753,18,178074.73,10,2026,TERM_LIFE
754,31,11684.949,10,2026,TERM_LIFE
755,50,47849.6,10,2026,TERM_LIFE
756,23,184227.66,10,2026,TERM_LIFE
757,44,116066.51,10,2026,TERM_LIFE
758,26,86529.29,10,2026,TERM_LIFE
759,37,45794.36,10,2026,TERM_LIFE
760,28,40477.062,10,2026,TERM_LIFE
761,55,28203.607,10,2026,TERM_LIFE
762,20,44187.016,10,2026,TERM_LIFE
763,29,44473.207,10,2026,TERM_LIFE
764,51,12653.037,10,2026,TERM_LIFE
765,37,69700.52,10,2026,TERM_LIFE
766,18,76936.805,10,2026,TERM_LIFE
767,25,104714.695,10,2026,TERM_LIFE
768,46,36147.668,10,2026,TERM_LIFE
769,53,117123.0,10,2026,TERM_LIFE
770,32,144557.58,10,2026,TERM_LIFE
771,49,34805.004,10,2026,TERM_LIFE
772,35,21395.94,10,2026,TERM_LIFE
773,31,59522.715,10,2026,TERM_LIFE
774,39,57041.37,10,2026,TERM_LIFE
775,41,75156.19,10,2026,TERM_LIFE
776,39,26282.068,10,2026,TERM_LIFE
777,53,78481.29,10,2026,TERM_LIFE
778,18,24002.295,10,2026,TERM_LIFE
779,31,160721.95,10,2026,TERM_LIFE
780,54,9549.158,10,2026,TERM_LIFE
781,33,46881.12,10,2026,TERM_LIFE
782,53,49443.97,10,2026,TERM_LIFE
783,32,40500.566,10,2026,TERM_LIFE
784,33,28779.037,10,2026,TERM_LIFE
785,37,37288.117,10,2026,TERM_LIFE
786,24,38788.58,10,2026,TERM_LIFE
787,41,25158.373,10,2026,TERM_LIFE
788,30,46959.9,10,2026,TERM_LIFE
789,51,14386.989,10,2026,TERM_LIFE
790,55,90788.32,10,2026,TERM_LIFE
791,54,182118.75,10,2026,TERM_LIFE
792,47,26098.621,10,2026,TERM_LIFE
793,47,73126.625,10,2026,TERM_LIFE
794,50,71193.98,10,2026,TERM_LIFE
795,53,24527.25,10,2026,TERM_LIFE
796,22,32787.695,10,2026,TERM_LIFE
797,44,234472.03,10,2026,TERM_LIFE
798,32,12835.516,10,2026,TERM_LIFE
799,51,12234.75,10,2026,TERM_LIFE
800,24,266372.38,10,2026,TERM_LIFE
801,54,72238.03,10,2026,TERM_LIFE
802,31,112143.12,10,2026,TERM_LIFE
803,22,26529.104,10,2026,TERM_LIFE
804,44,77287.336,10,2026,TERM_LIFE
805,54,16729.654,10,2026,TERM_LIFE
806,27,57166.08,10,2026,TERM_LIFE
807,39,91163.67,10,2026,TERM_LIFE
808,29,110017.016,10,2026,TERM_LIFE
809,24,123564.26,10,2026,TERM_LIFE
810,29,64082.8,10,2026,TERM_LIFE
811,52,18551.588,10,2026,TERM_LIFE
812,36,79834.48,10,2026,TERM_LIFE
813,48,44684.562,10,2026,TERM_LIFE
814,50,66700.57,10,2026,TERM_LIFE
815,42,70257.16,10,2026,TERM_LIFE
816,29,67277.46,10,2026,TERM_LIFE
817,26,72074.0,10,2026,TERM_LIFE
818,45,34640.285,10,2026,TERM_LIFE
819,22,140129.36,10,2026,TERM_LIFE
820,18,59995.188,10,2026,TERM_LIFE
821,29,58496.918,10,2026,TERM_LIFE
822,39,14616.025,10,2026,TERM_LIFE
823,39,65613.4,10,2026,TERM_LIFE
824,20,25545.863,10,2026,TERM_LIFE
825,38,58644.062,10,2026,TERM_LIFE
826,44,46413.656,10,2026,TERM_LIFE
827,52,90269.375,10,2026,TERM_LIFE
828,29,80777.21,10,2026,TERM_LIFE
829,50,7245.1113,10,2026,TERM_LIFE
830,41,35702.793,10,2026,TERM_LIFE
831,33,24096.336,10,2026,TERM_LIFE
832,52,84689.22,10,2026,TERM_LIFE
833,42,83391.34,10,2026,TERM_LIFE
834,25,29286.006,10,2026,TERM_LIFE
835,34,15145.334,10,2026,TERM_LIFE
836,45,46262.723,10,2026,TERM_LIFE
837,40,62609.855,10,2026,TERM_LIFE
838,22,52678.08,10,2026,TERM_LIFE
839,37,68643.945,10,2026,TERM_LIFE
840,19,39249.508,10,2026,TERM_LIFE
841,33,31138.637,10,2026,TERM_LIFE
842,44,35810.51,10,2026,TERM_LIFE
843,25,64717.395,10,2026,TERM_LIFE
844,36,64083.574,10,2026,TERM_LIFE
845,30,23819.3,10,2026,TERM_LIFE
846,28,36299.31,10,2026,TERM_LIFE
847,45,121025.305,10,2026,TERM_LIFE
848,52,58069.926,10,2026,TERM_LIFE
849,26,97772.99,10,2026,TERM_LIFE
850,26,35167.6,10,2026,TERM_LIFE
851,33,54553.418,10,2026,TERM_LIFE
852,53,43833.945,10,2026,TERM_LIFE
853,51,52968.117,10,2026,TERM_LIFE
854,51,17608.732,10,2026,TERM_LIFE
855,39,33469.914,10,2026,TERM_LIFE
856,48,12453.519,10,2026,TERM_LIFE
857,41,58844.812,10,2026,TERM_LIFE
858,37,25444.26,10,2026,TERM_LIFE
859,28,172185.64,10,2026,TERM_LIFE
860,51,29243.67,10,2026,TERM_LIFE
861,29,22962.44,10,2026,TERM_LIFE
862,31,59893.33,10,2026,TERM_LIFE
863,26,120059.67,10,2026,TERM_LIFE
864,30,57273.164,10,2026,TERM_LIFE
865,32,36142.37,10,2026,TERM_LIFE
866,37,99252.6,10,2026,TERM_LIFE
867,20,36342.414,10,2026,TERM_LIFE
868,27,129031.96,10,2026,TERM_LIFE
869,20,121959.78,10,2026,TERM_LIFE
870,46,498198.1,10,2026,TERM_LIFE
871,28,27222.393,10,2026,TERM_LIFE
872,31,47603.46,10,2026,TERM_LIFE
873,53,31452.39,10,2026,TERM_LIFE
874,24,24616.271,10,2026,TERM_LIFE
875,49,25536.797,10,2026,TERM_LIFE
876,26,104318.6,10,2026,TERM_LIFE
877,36,153230.84,10,2026,TERM_LIFE
878,35,13385.671,10,2026,TERM_LIFE
879,37,34044.547,10,2026,TERM_LIFE
880,25,127476.58,10,2026,TERM_LIFE
881,31,27324.49,10,2026,TERM_LIFE
882,28,55030.582,10,2026,TERM_LIFE
883,20,15642.481,10,2026,TERM_LIFE
884,23,55888.24,10,2026,TERM_LIFE
885,37,8732.716,10,2026,TERM_LIFE
886,44,114083.875,10,2026,TERM_LIFE
887,28,35954.555,10,2026,TERM_LIFE
888,50,206318.94,10,2026,TERM_LIFE
889,24,108034.23,10,2026,TERM_LIFE
890,54,60665.43,10,2026,TERM_LIFE
891,50,61815.867,10,2026,TERM_LIFE
892,45,47665.53,10,2026,TERM_LIFE
893,18,45142.94,10,2026,TERM_LIFE
894,19,94671.07,10,2026,TERM_LIFE
895,43,131614.86,10,2026,TERM_LIFE
896,42,85771.086,10,2026,TERM_LIFE
897,29,28057.678,10,2026,TERM_LIFE
898,33,14047.983,10,2026,TERM_LIFE
899,27,27576.93,10,2026,TERM_LIFE
900,55,212543.9,10,2026,TERM_LIFE
901,48,72143.625,10,2026,TERM_LIFE
902,28,108444.65,10,2026,TERM_LIFE
903,33,84755.45,10,2026,TERM_LIFE
904,47,41985.977,10,2026,TERM_LIFE
905,48,148701.69,10,2026,TERM_LIFE
906,33,102888.36,10,2026,TERM_LIFE
907,52,17549.57,10,2026,TERM_LIFE
908,33,72726.734,10,2026,TERM_LIFE
909,24,7741.2197,10,2026,TERM_LIFE
910,31,89415.14,10,2026,TERM_LIFE
911,24,238969.31,10,2026,TERM_LIFE
912,25,121208.22,10,2026,TERM_LIFE
913,29,18155.441,10,2026,TERM_LIFE
914,52,20854.39,10,2026,TERM_LIFE
915,49,57386.43,10,2026,TERM_LIFE
916,43,27604.31,10,2026,TERM_LIFE
917,49,104263.78,10,2026,TERM_LIFE
918,55,88010.984,10,2026,TERM_LIFE
919,45,62745.332,10,2026,TERM_LIFE
920,23,22909.688,10,2026,TERM_LIFE
921,37,95980.93,10,2026,TERM_LIFE
922,37,131645.69,10,2026,TERM_LIFE
923,23,84074.44,10,2026,TERM_LIFE
924,22,28729.65,10,2026,TERM_LIFE
925,37,40653.59,10,2026,TERM_LIFE
926,35,41031.305,10,2026,TERM_LIFE
927,29,211610.3,10,2026,TERM_LIFE
928,47,82126.15,10,2026,TERM_LIFE
929,20,25325.324,10,2026,TERM_LIFE
930,51,37024.855,10,2026,TERM_LIFE
931,32,27077.992,10,2026,TERM_LIFE
932,42,26552.121,10,2026,TERM_LIFE
933,33,33440.484,10,2026,TERM_LIFE
934,38,52271.918,10,2026,TERM_LIFE
935,55,68555.94,10,2026,TERM_LIFE
936,30,113283.12,10,2026,TERM_LIFE
937,42,135581.31,10,2026,TERM_LIFE
938,21,222743.23,10,2026,TERM_LIFE
939,34,114379.73,10,2026,TERM_LIFE
940,33,89112.82,10,2026,TERM_LIFE
941,31,16567.19,10,2026,TERM_LIFE
942,35,66760.89,10,2026,TERM_LIFE
943,29,23460.54,10,2026,TERM_LIFE
944,22,47235.887,10,2026,TERM_LIFE
945,21,39989.574,10,2026,TERM_LIFE
946,50,34723.066,10,2026,TERM_LIFE
947,42,28464.613,10,2026,TERM_LIFE
948,33,26645.3,10,2026,TERM_LIFE
949,30,42317.984,10,2026,TERM_LIFE
950,20,26306.584,10,2026,TERM_LIFE
951,27,67186.58,10,2026,TERM_LIFE
952,54,20621.988,10,2026,TERM_LIFE
953,43,49410.77,10,2026,TERM_LIFE
954,29,180560.6,10,2026,TERM_LIFE
955,55,37634.84,10,2026,TERM_LIFE
956,49,31759.576,10,2026,TERM_LIFE
957,29,26540.293,10,2026,TERM_LIFE
958,40,52291.926,10,2026,TERM_LIFE
959,29,14098.451,10,2026,TERM_LIFE
960,35,44201.68,10,2026,TERM_LIFE
961,22,85966.51,10,2026,TERM_LIFE
962,47,33048.8,10,2026,TERM_LIFE
963,32,137890.03,10,2026,TERM_LIFE
964,55,97205.0,10,2026,TERM_LIFE
965,41,78822.03,10,2026,TERM_LIFE
966,39,34227.633,10,2026,TERM_LIFE
967,39,55519.598,10,2026,TERM_LIFE
968,46,56285.895,10,2026,TERM_LIFE
969,51,31758.459,10,2026,TERM_LIFE
970,28,27449.594,10,2026,TERM_LIFE
971,55,25806.203,10,2026,TERM_LIFE
972,44,58901.145,10,2026,TERM_LIFE
973,47,7947.7476,10,2026,TERM_LIFE
974,36,97666.94,10,2026,TERM_LIFE
975,38,57910.42,10,2026,TERM_LIFE
976,46,202612.9,10,2026,TERM_LIFE
977,19,83154.32,10,2026,TERM_LIFE
978,21,43870.04,10,2026,TERM_LIFE
979,34,33308.95,10,2026,TERM_LIFE
980,26,96527.17,10,2026,TERM_LIFE
981,21,47616.8,10,2026,TERM_LIFE
982,27,20871.795,10,2026,TERM_LIFE
983,51,69353.3,10,2026,TERM_LIFE
984,39,151652.2,10,2026,TERM_LIFE
985,45,18132.777,10,2026,TERM_LIFE
986,33,448621.62,10,2026,TERM_LIFE
987,48,64052.566,10,2026,TERM_LIFE
988,18,17311.922,10,2026,TERM_LIFE
989,41,14553.523,10,2026,TERM_LIFE
990,45,21313.73,10,2026,TERM_LIFE
991,47,34764.08,10,2026,TERM_LIFE
992,26,7947.2974,10,2026,TERM_LIFE
993,35,80518.984,10,2026,TERM_LIFE
994,46,126108.266,10,2026,TERM_LIFE
995,52,91248.945,10,2026,TERM_LIFE
996,55,187047.53,10,2026,TERM_LIFE
997,47,33142.125,10,2026,TERM_LIFE
998,30,28927.879,10,2026,TERM_LIFE
999,50,14842.918,10,2026,TERM_LIFE
1000,51,126444.766,10,2026,TERM_LIFE
