policy_id,issue_age,sum_assured,coverage_years
2305,38,26678.562,10
2306,39,56728.523,10
2307,33,17753.97,10
2308,22,46745.5,10
2309,27,64544.598,10
2310,41,58472.75,10
2311,50,141778.06,10
2312,24,399429.28,10
2313,42,85553.414,10
2314,53,128388.41,10
2315,37,382524.66,10
2316,53,22354.828,10
2317,36,55507.875,10
2318,52,34111.2,10
2319,41,98115.875,10
2320,34,62135.54,10
2321,35,25978.705,10
2322,28,50439.836,10
2323,28,115533.58,10
2324,42,17620.152,10
2325,51,26420.69,10
2326,35,23434.352,10
2327,26,64918.996,10
2328,36,134886.8,10
2329,43,10016.517,10
2330,44,53922.18,10
2331,19,23870.572,10
2332,28,111759.055,10
2333,26,41365.55,10
2334,26,55509.94,10
2335,34,49946.547,10
2336,18,122903.32,10
2337,42,257476.44,10
2338,42,20171.904,10
2339,34,23335.555,10
2340,42,64665.08,10
2341,38,26020.928,10
2342,52,105518.89,10
2343,20,119979.03,10
2344,54,32290.14,10
2345,43,27145.01,10
2346,41,40133.035,10
2347,47,54338.75,10
2348,55,64321.42,10
2349,42,8246.339,10
2350,51,23059.057,10
2351,43,36188.58,10
2352,29,26428.197,10
2353,54,5054.3794,10
2354,36,11037.792,10
2355,54,17597.137,10
2356,27,45594.89,10
2357,39,35271.004,10
2358,30,30167.576,10
2359,24,94560.04,10
2360,34,94531.2,10
2361,27,56371.176,10
2362,20,55043.25,10
2363,26,25196.234,10
2364,54,27727.623,10
2365,29,12754.747,10
2366,33,40911.938,10
2367,28,93748.53,10
2368,41,147744.88,10
2369,36,41107.85,10
2370,25,74095.74,10
2371,48,5089.7646,10
2372,36,35363.504,10
2373,38,34706.71,10
2374,34,164837.1,10
2375,34,68468.23,10
2376,40,74249.23,10
2377,54,71227.98,10
2378,48,51851.152,10
2379,33,170360.25,10
2380,51,7907.403,10
2381,23,56204.19,10
2382,54,123453.586,10
2383,25,11011.148,10
2384,25,97744.53,10
2385,42,27196.611,10
2386,35,54591.367,10
2387,20,26782.146,10
2388,42,107699.44,10
2389,28,39699.297,10
2390,29,98362.586,10
2391,29,70830.3,10
2392,32,26495.873,10
2393,51,74702.26,10
2394,43,29405.09,10
2395,41,52632.062,10
2396,43,39124.445,10
2397,41,102714.42,10
2398,49,77036.62,10
2399,32,48786.117,10
2400,27,28888.79,10
2401,50,18116.621,10
2402,33,55731.645,10
2403,42,30150.162,10
2404,24,11129.799,10
2405,47,17253.244,10
2406,34,183593.34,10
2407,39,29489.725,10
2408,40,118837.05,10
2409,43,37588.69,10
2410,27,134785.56,10
2411,38,127199.18,10
2412,54,25828.193,10
2413,39,10192.401,10
2414,54,10906.584,10
2415,47,26182.566,10
2416,24,226723.34,10
2417,41,36001.957,10
2418,31,56160.754,10
2419,32,141838.98,10
2420,44,54613.445,10
2421,28,53129.688,10
2422,24,82282.1,10
2423,54,63004.04,10
2424,26,46175.5,10
2425,49,28074.55,10
2426,32,53240.22,10
2427,55,120006.13,10
2428,25,208018.42,10
2429,21,63170.938,10
2430,41,91482.88,10
2431,40,62041.75,10
2432,46,46626.055,10
2433,45,75446.87,10
2434,35,129475.19,10
2435,48,24604.604,10
2436,47,15656.805,10
2437,30,32642.541,10
2438,52,59225.523,10
2439,22,100275.39,10
2440,35,22655.82,10
2441,19,6828.8877,10
2442,34,33263.613,10
2443,31,42815.133,10
2444,48,19731.262,10
2445,55,27307.195,10
2446,41,100067.98,10
2447,46,53224.51,10
2448,52,65925.195,10
2449,51,37617.797,10
2450,26,27350.496,10
2451,47,37401.26,10
2452,51,74524.445,10
2453,20,15164.646,10
2454,33,187196.56,10
2455,54,79194.734,10
2456,20,32567.633,10
2457,43,95846.57,10
2458,28,132940.58,10
2459,40,38388.293,10
2460,30,42045.617,10
2461,28,165141.45,10
2462,32,272381.34,10
2463,35,51191.4,10
2464,46,19795.438,10
2465,21,34313.582,10
2466,38,114255.32,10
2467,46,21929.895,10
2468,39,42325.785,10
2469,52,63186.516,10
2470,42,23899.35,10
2471,43,120201.64,10
2472,30,87112.2,10
2473,54,249550.11,10
2474,35,93428.06,10
2475,50,23180.498,10
2476,33,76425.64,10
2477,33,110215.81,10
2478,21,114847.6,10
2479,53,26857.611,10
2480,19,24409.023,10
2481,51,20091.83,10
2482,52,180514.05,10
2483,19,82296.3,10
2484,51,25920.861,10
2485,25,55355.4,10
2486,47,45289.406,10
2487,33,22964.69,10
2488,30,51468.51,10
2489,30,58240.4,10
2490,35,234399.16,10
2491,29,29591.08,10
2492,49,12736.903,10
2493,49,21603.602,10
2494,52,24481.19,10
2495,26,35533.69,10
2496,46,21645.986,10
2497,46,96517.14,10
2498,54,20474.84,10
2499,49,50807.164,10
2500,43,247689.7,10
2501,36,77857.3,10
2502,54,71709.88,10
2503,33,220936.64,10
2504,31,135441.89,10
2505,27,78580.414,10
2506,47,38995.316,10
2507,42,49100.633,10
2508,46,47227.668,10
2509,48,36266.07,10
2510,37,59243.273,10
2511,21,66196.08,10
2512,22,18473.186,10
2513,36,184501.39,10
2514,18,69398.2,10
2515,47,40520.04,10
2516,50,59678.02,10
2517,45,105247.86,10
2518,20,15466.461,10
2519,26,45969.33,10
2520,51,19362.504,10
2521,31,418897.4,10
2522,26,55844.543,10
2523,26,19488.537,10
2524,47,890333.8,10
2525,26,32564.025,10
2526,36,42298.816,10
2527,21,44816.86,10
2528,44,25372.363,10
2529,35,60940.906,10
2530,31,8528.648,10
2531,54,119192.73,10
2532,33,20282.92,10
2533,42,35865.14,10
2534,24,91216.766,10
2535,18,42455.402,10
2536,37,43867.984,10
2537,29,22250.424,10
2538,45,267345.44,10
2539,32,76493.74,10
2540,29,21026.742,10
2541,26,57660.305,10
2542,20,19870.746,10
2543,32,198334.39,10
2544,24,58658.55,10
2545,53,22910.281,10
2546,19,87365.07,10
2547,41,40027.33,10
2548,21,17839.945,10
2549,45,67820.195,10
2550,29,66307.06,10
2551,49,124239.34,10
2552,41,52647.875,10
2553,54,54471.152,10
2554,27,56833.7,10
2555,31,179154.66,10
2556,54,39015.703,10
2557,30,72790.61,10
2558,53,81893.48,10
2559,23,66144.664,10
2560,31,37852.586,10
2561,44,55064.555,10
2562,43,46390.598,10
2563,41,239700.75,10
2564,31,34667.824,10
2565,28,24093.936,10
2566,44,49752.547,10
2567,30,47024.297,10
2568,26,58527.562,10
2569,51,34676.62,10
2570,42,54615.723,10
2571,20,55462.586,10
2572,24,103215.055,10
2573,30,53862.156,10
2574,21,54271.707,10
2575,52,75573.08,10
2576,32,100097.734,10
2577,25,22761.77,10
2578,31,18359.855,10
2579,37,194106.45,10
2580,40,87819.484,10
2581,46,41951.48,10
2582,33,50794.32,10
2583,24,36524.15,10
2584,38,59207.46,10
2585,54,22978.367,10
2586,32,97920.56,10
2587,27,57534.555,10
2588,31,59223.87,10
2589,22,24455.842,10
2590,51,76053.48,10
2591,37,24909.412,10
2592,43,28740.357,10
2593,33,53630.64,10
2594,20,371626.22,10
2595,36,57351.324,10
2596,20,6404.381,10
2597,23,29904.887,10
2598,51,86401.61,10
2599,22,20272.275,10
2600,22,97213.05,10
2601,32,56774.055,10
2602,41,110507.65,10
2603,40,31974.533,10
2604,51,30041.984,10
2605,26,78571.664,10
2606,52,49699.77,10
2607,19,47351.797,10
2608,37,175422.77,10
2609,22,81071.84,10
2610,48,10176.535,10
2611,52,94753.375,10
2612,45,87461.445,10
2613,35,129018.016,10
2614,34,23576.826,10
2615,33,64836.434,10
2616,41,54670.652,10
2617,55,23240.99,10
2618,20,106637.61,10
2619,49,41214.34,10
2620,44,125739.07,10
2621,52,27597.797,10
2622,50,15542.134,10
2623,55,41180.715,10
2624,30,60192.848,10
2625,30,32611.541,10
2626,42,4307.93,10
2627,26,67961.56,10
2628,28,67708.22,10
2629,21,86639.586,10
2630,43,36878.51,10
2631,31,35303.484,10
2632,18,158266.52,10
2633,54,14178.11,10
2634,51,41031.035,10
2635,28,56028.723,10
2636,44,81193.93,10
2637,51,57273.426,10
2638,53,23913.158,10
2639,20,127244.98,10
2640,50,50076.355,10
2641,45,13165.777,10
2642,46,59107.883,10
2643,25,73130.43,10
2644,26,239995.02,10
2645,22,69340.15,10
2646,20,15277.827,10
2647,46,15713.213,10
2648,42,136864.39,10
2649,55,26305.566,10
2650,51,14474.062,10
2651,29,111322.53,10
2652,35,34172.95,10
2653,26,106658.72,10
2654,32,24052.703,10
2655,42,162564.17,10
2656,22,100451.39,10
2657,22,28046.805,10
2658,28,13246.199,10
2659,22,316130.2,10
2660,51,42260.668,10
2661,27,27162.51,10
2662,41,151573.34,10
2663,34,106551.76,10
2664,32,128799.93,10
2665,55,46210.93,10
2666,31,225172.5,10
2667,25,17523.248,10
2668,44,32149.066,10
2669,22,68301.11,10
2670,43,127295.62,10
2671,35,84855.53,10
2672,42,46792.85,10
2673,23,34189.027,10
2674,54,127846.67,10
2675,31,92161.26,10
2676,47,24838.727,10
2677,24,24254.629,10
2678,30,32318.264,10
2679,45,29166.287,10
2680,22,113965.49,10
2681,30,70853.11,10
2682,35,78120.52,10
2683,34,58285.812,10
2684,19,60523.977,10
2685,24,14105.561,10
2686,49,94383.84,10
2687,25,31856.385,10
2688,47,48691.22,10
2689,46,34243.086,10
2690,35,56188.957,10
2691,48,79083.016,10
2692,20,22307.857,10
2693,19,61204.6,10
2694,28,34911.664,10
2695,18,143910.28,10
2696,51,20497.904,10
2697,36,22421.268,10
2698,44,37500.973,10
2699,37,23843.414,10
2700,30,41784.195,10
2701,33,32776.594,10
2702,45,53664.566,10
2703,50,111997.95,10
2704,51,52934.043,10
2705,23,56934.793,10
2706,41,21459.445,10
2707,36,44915.16,10
2708,54,35681.04,10
2709,33,86257.39,10
2710,34,27122.656,10
2711,45,25115.836,10
2712,29,64454.938,10
2713,50,243740.83,10
2714,25,43434.938,10
2715,24,57202.05,10
2716,33,106744.75,10
2717,41,75184.58,10
2718,30,75581.125,10
2719,19,46333.676,10
2720,24,47060.54,10
2721,44,27327.791,10
2722,42,73782.5,10
2723,31,72447.82,10
2724,44,88743.89,10
2725,47,33836.477,10
2726,53,97137.8,10
2727,41,123802.91,10
2728,47,18932.055,10
2729,44,39429.92,10
2730,55,128001.484,10
2731,24,29736.596,10
2732,44,76327.48,10
2733,22,50344.22,10
2734,18,65152.227,10
2735,42,51586.914,10
2736,48,90827.29,10
2737,28,22083.027,10
2738,40,24079.586,10
2739,35,161359.34,10
2740,27,268355.78,10
2741,49,49783.69,10
2742,28,197203.44,10
2743,25,26966.715,10
2744,47,32679.707,10
2745,40,160454.92,10
2746,50,95136.08,10
2747,48,180759.0,10
2748,35,72738.266,10
2749,27,22242.084,10
2750,53,59792.777,10
2751,19,130794.195,10
2752,51,44962.77,10
2753,31,39760.59,10
2754,24,73633.914,10
2755,30,31957.855,10
2756,46,63334.07,10
2757,29,52605.684,10
2758,52,33774.004,10
2759,19,109575.39,10
2760,49,83831.88,10
2761,30,37678.383,10
2762,25,49405.117,10
2763,44,40245.676,10
2764,35,29997.225,10
2765,35,12850.815,10
2766,34,33952.44,10
2767,48,30350.137,10
2768,20,54813.45,10
2769,51,71135.18,10
2770,32,26318.584,10
2771,36,67411.85,10
2772,41,23266.775,10
2773,38,45231.285,10
2774,52,30879.352,10
2775,53,90827.484,10
2776,52,54896.055,10
2777,23,45781.895,10
2778,53,30320.475,10
2779,36,38434.29,10
2780,27,215998.55,10
2781,47,33486.945,10
2782,36,73372.45,10
2783,24,45691.21,10
2784,27,71713.805,10
2785,34,97670.91,10
2786,49,37669.1,10
2787,24,88220.71,10
2788,51,453653.9,10
2789,36,78732.42,10
2790,22,181796.55,10
2791,45,73468.73,10
2792,54,23723.205,10
2793,32,62338.438,10
2794,47,38386.89,10
2795,43,31039.807,10
2796,54,47179.28,10
2797,46,44177.824,10
2798,39,21414.816,10
2799,21,436501.7,10
2800,37,95423.01,10
2801,49,60796.68,10
2802,43,53727.613,10
2803,53,130830.41,10
2804,40,263085.56,10
2805,47,86495.41,10
2806,21,55090.492,10
2807,20,162412.31,10
2808,44,56031.297,10
2809,29,70829.445,10
2810,41,111367.08,10
2811,34,36702.31,10
2812,28,9500.605,10
2813,29,35302.68,10
2814,49,92797.875,10
2815,39,87712.44,10
2816,34,146373.14,10
2817,54,36399.613,10
2818,27,177108.61,10
2819,27,57978.79,10
2820,18,81089.51,10
2821,29,103018.98,10
2822,39,16555.04,10
2823,37,22378.602,10
2824,43,21792.166,10
2825,49,117895.28,10
2826,35,39160.074,10
2827,47,253176.94,10
2828,31,50135.223,10
2829,35,15408.571,10
2830,46,29197.672,10
2831,26,54922.555,10
2832,29,75503.19,10
2833,53,22740.621,10
2834,25,78791.695,10
2835,52,97558.99,10
2836,31,29942.082,10
2837,47,241615.78,10
2838,29,32651.662,10
2839,24,22468.64,10
2840,29,14711.728,10
2841,46,132759.02,10
2842,30,50923.746,10
2843,28,34076.03,10
2844,50,15374.53,10
2845,32,36621.016,10
2846,23,336022.9,10
2847,42,8992.879,10
2848,32,30165.422,10
2849,41,209820.03,10
2850,49,135802.47,10
2851,45,31674.834,10
2852,28,58844.543,10
2853,54,72412.06,10
2854,40,55650.656,10
2855,21,208425.81,10
2856,43,65616.445,10
2857,51,124019.16,10
2858,30,57818.11,10
2859,51,9836.618,10
2860,46,19261.201,10
2861,21,22739.893,10
2862,21,40959.934,10
2863,34,263684.78,10
2864,44,66816.64,10
2865,52,45942.586,10
2866,30,134675.67,10
2867,32,15650.707,10
2868,53,33793.445,10
2869,32,30028.895,10
2870,46,68748.59,10
2871,46,102380.07,10
2872,39,72908.95,10
2873,28,73838.195,10
2874,52,37454.832,10
2875,22,64626.91,10
2876,49,25537.621,10
2877,24,85741.26,10
2878,19,33499.84,10
2879,40,20385.326,10
2880,41,51535.895,10
2881,31,10821.448,10
2882,37,162636.73,10
2883,54,94604.234,10
2884,39,65470.45,10
2885,32,13640.936,10
2886,28,28556.107,10
2887,49,51648.945,10
2888,44,40509.61,10
2889,20,12950.975,10
2890,34,17441.977,10
2891,40,39866.94,10
2892,21,17910.578,10
2893,45,149774.81,10
2894,46,74266.03,10
2895,38,26291.658,10
2896,34,127401.93,10
2897,40,108439.055,10
2898,33,63003.46,10
2899,54,48441.36,10
2900,37,39379.445,10
2901,23,32462.06,10
2902,26,17160.145,10
2903,36,169811.0,10
2904,39,32970.473,10
2905,22,51140.844,10
2906,20,24138.902,10
2907,55,40628.207,10
2908,46,489138.12,10
2909,18,27972.578,10
2910,28,159317.6,10
2911,46,48900.06,10
2912,53,86139.99,10
2913,55,135326.08,10
2914,32,62167.785,10
2915,48,37737.613,10
2916,51,43083.938,10
2917,32,44259.95,10
2918,52,222187.02,10
2919,28,15252.179,10
2920,42,12127.086,10
2921,37,12791.497,10
2922,41,24456.055,10
2923,23,87539.445,10
2924,29,91942.05,10
2925,41,30754.025,10
2926,35,48873.23,10
2927,34,20470.484,10
2928,32,22047.102,10
2929,24,79512.68,10
2930,33,115603.97,10
2931,54,34143.355,10
2932,44,184940.67,10
2933,35,108256.92,10
2934,25,178645.55,10
2935,45,39301.887,10
2936,22,168775.94,10
2937,42,285904.28,10
2938,55,35945.684,10
2939,34,44198.363,10
2940,48,23426.04,10
2941,46,20018.38,10
2942,40,20206.047,10
2943,33,26123.887,10
2944,25,62290.777,10
2945,40,27022.324,10
2946,32,60785.61,10
2947,45,61799.74,10
2948,44,34326.7,10
2949,55,47556.254,10
2950,21,32775.887,10
2951,23,38994.914,10
2952,36,26178.348,10
2953,24,53479.945,10
2954,36,30925.662,10
2955,20,19671.488,10
2956,33,80380.055,10
2957,46,82587.305,10
2958,43,121678.44,10
2959,32,22032.201,10
2960,37,34031.316,10
2961,41,60124.617,10
2962,20,33461.35,10
2963,46,78945.09,10
2964,37,74467.984,10
2965,32,73365.91,10
2966,30,160734.95,10
2967,42,83703.82,10
2968,23,56550.605,10
2969,47,42828.11,10
2970,34,45283.0,10
2971,31,21341.53,10
2972,25,12175.8545,10
2973,24,72459.51,10
2974,34,133077.19,10
2975,30,38395.15,10
2976,19,177984.83,10
2977,37,43415.35,10
2978,48,10475.146,10
2979,53,104232.336,10
2980,26,34075.97,10
2981,55,112061.29,10
2982,39,17993.328,10
2983,43,69523.05,10
2984,39,26354.898,10
2985,27,58741.527,10
2986,46,92324.39,10
2987,19,76672.555,10
2988,45,52853.15,10
2989,41,16597.56,10
2990,25,89684.54,10
2991,28,114110.51,10
2992,30,21706.795,10
2993,27,24415.047,10
2994,34,118021.74,10
2995,28,42320.42,10
2996,25,24926.521,10
2997,38,62182.06,10
2998,35,30000.184,10
2999,29,56875.047,10
3000,47,35925.87,10
3001,35,38475.22,10
3002,20,121551.85,10
3003,47,6939.3164,10
3004,23,77930.984,10
3005,48,106525.42,10
3006,44,30399.547,10
3007,55,105872.48,10
3008,31,23215.121,10
3009,49,29489.557,10
3010,28,26893.627,10
3011,42,107024.39,10
3012,32,12379.784,10
3013,50,185701.55,10
3014,50,39176.31,10
3015,55,81773.46,10
3016,54,76324.15,10
3017,25,56430.42,10
3018,54,30922.193,10
3019,28,135087.28,10
3020,39,33120.156,10
3021,20,27855.322,10
3022,27,100906.19,10
3023,41,56183.477,10
3024,46,148158.14,10
3025,45,47555.113,10
3026,34,29705.217,10
3027,29,62291.05,10
3028,34,34950.38,10
3029,39,30401.29,10
3030,49,97274.18,10
3031,32,216429.97,10
3032,33,41052.574,10
3033,39,22925.047,10
3034,45,44223.57,10
3035,43,75479.72,10
3036,37,61436.652,10
3037,38,129983.61,10
3038,50,85122.8,10
3039,38,20682.654,10
3040,27,33695.637,10
3041,23,16566.055,10
3042,45,124931.61,10
3043,49,10160.557,10
3044,18,17909.963,10
3045,36,33201.035,10
3046,50,78504.58,10
3047,27,32940.414,10
3048,19,37331.574,10
3049,26,37924.63,10
3050,50,57411.758,10
3051,22,18833.059,10
3052,50,23436.19,10
3053,30,191859.23,10
3054,20,68988.67,10
3055,47,91895.195,10
3056,49,52375.863,10
3057,50,44692.19,10
3058,30,72076.48,10
3059,37,89488.84,10
3060,47,98384.52,10
3061,43,45185.46,10
3062,42,107374.664,10
3063,39,6952.14,10
3064,46,102089.78,10
3065,19,35534.293,10
3066,55,77845.73,10
3067,28,29742.02,10
3068,43,17299.322,10
3069,18,65613.81,10
3070,32,15041.282,10
3071,27,36316.824,10
3072,51,26103.758,10
3073,29,43466.78,10
3074,50,94612.56,10
3075,48,33789.387,10
3076,22,64308.066,10
3077,42,90332.73,10
3078,28,30760.117,10
3079,30,31119.05,10
3080,20,149528.38,10
3081,45,46923.195,10
3082,23,75138.57,10
3083,40,74684.445,10
3084,26,19175.49,10
3085,21,27202.865,10
3086,23,67511.695,10
3087,26,9565.579,10
3088,43,42223.836,10
3089,31,25023.012,10
3090,48,121562.42,10
3091,49,65951.22,10
3092,36,129673.54,10
3093,18,48459.254,10
3094,22,45645.8,10
3095,29,39176.59,10
3096,25,33433.805,10
3097,25,428267.53,10
3098,23,95369.484,10
3099,32,21307.777,10
3100,45,413009.28,10
3101,37,36163.094,10
3102,37,64647.188,10
3103,32,106027.76,10
3104,42,14609.322,10
3105,19,25794.508,10
3106,24,186896.48,10
3107,20,41769.234,10
3108,28,111158.72,10
3109,37,34787.156,10
3110,36,46338.6,10
3111,33,208560.36,10
3112,35,70954.07,10
3113,21,37945.266,10
3114,23,28943.111,10
3115,39,31140.92,10
3116,43,134999.5,10
3117,29,92242.56,10
3118,46,19947.059,10
3119,20,53611.62,10
3120,19,47397.516,10
3121,20,64386.066,10
3122,27,30850.906,10
3123,31,120333.555,10
3124,26,49946.457,10
3125,28,67408.57,10
3126,55,26689.516,10
3127,35,27787.117,10
3128,32,419067.44,10
3129,29,211048.3,10
3130,51,47289.016,10
3131,40,170447.3,10
3132,20,131922.28,10
3133,29,30321.414,10
3134,30,27996.414,10
3135,41,85367.4,10
3136,42,61563.645,10
3137,51,36249.273,10
3138,48,89032.75,10
3139,36,15768.853,10
3140,36,54818.31,10
3141,47,18557.688,10
3142,53,19053.102,10
3143,27,28406.307,10
3144,25,66863.48,10
3145,49,29131.889,10
3146,46,18869.297,10
3147,22,73245.91,10
3148,51,165045.4,10
3149,49,83354.56,10
3150,27,211338.69,10
3151,53,154372.06,10
3152,35,33854.79,10
3153,23,82909.6,10
3154,41,46465.883,10
3155,35,116944.89,10
3156,47,46459.164,10
3157,36,26604.111,10
3158,39,150016.88,10
3159,54,64473.832,10
3160,36,29406.016,10
3161,49,33550.17,10
3162,33,29256.053,10
3163,49,22435.062,10
3164,30,34124.332,10
3165,25,67386.18,10
3166,20,52629.223,10
3167,45,35214.203,10
3168,48,165410.28,10
3169,27,10009.315,10
3170,39,63875.234,10
3171,52,44603.645,10
3172,53,23008.83,10
3173,46,66925.93,10
3174,46,41939.348,10
3175,42,135596.27,10
3176,32,100130.586,10
3177,47,229735.27,10
3178,50,33966.293,10
3179,24,152820.89,10
3180,29,19674.81,10
3181,41,45764.734,10
3182,47,34460.902,10
3183,25,80961.95,10
3184,38,79411.54,10
3185,48,24325.553,10
3186,52,84654.375,10
3187,41,36878.61,10
3188,53,26012.707,10
3189,37,49530.96,10
3190,54,15341.287,10
3191,21,105326.82,10
3192,33,47823.94,10
3193,45,48668.234,10
3194,27,46632.125,10
3195,37,186700.0,10
3196,40,168531.92,10
3197,41,147323.66,10
3198,22,46711.47,10
3199,39,20481.521,10
3200,39,49364.89,10
3201,49,64298.953,10
3202,54,95785.49,10
3203,28,64133.652,10
3204,53,21995.273,10
3205,27,32579.74,10
3206,24,30298.973,10
3207,51,76958.43,10
3208,18,78484.484,10
3209,40,87158.516,10
3210,53,63615.152,10
3211,19,9627.883,10
3212,42,12570.279,10
3213,32,44695.504,10
3214,22,54081.13,10
3215,51,136313.23,10
3216,38,53210.68,10
3217,53,22902.9,10
3218,23,84923.836,10
3219,48,49314.67,10
3220,54,36247.816,10
3221,34,13740.442,10
3222,29,53526.273,10
3223,20,60043.984,10
3224,21,22535.818,10
3225,35,90695.63,10
3226,38,84424.734,10
3227,21,51995.285,10
3228,32,50471.12,10
3229,50,106575.45,10
3230,46,67090.83,10
3231,52,28508.967,10
3232,43,42687.426,10
3233,25,78061.93,10
3234,18,9837.152,10
3235,53,23731.473,10
3236,20,86291.68,10
3237,47,131515.55,10
3238,37,113166.7,10
3239,40,102172.0,10
3240,33,55468.656,10
3241,31,21952.922,10
3242,31,42722.44,10
3243,19,10149.331,10
3244,38,141535.12,10
3245,54,26006.143,10
3246,22,32633.729,10
3247,55,116619.7,10
3248,23,13740.14,10
3249,28,19307.64,10
3250,31,61954.49,10
3251,27,75817.37,10
3252,29,47212.67,10
3253,38,48460.863,10
3254,42,137927.11,10
3255,37,83185.89,10
3256,51,74661.08,10
3257,19,92994.484,10
3258,29,39312.824,10
3259,53,284449.44,10
3260,23,7893.17,10
3261,46,160510.58,10
3262,34,102895.0,10
3263,47,60986.566,10
3264,42,53305.855,10
3265,45,44149.445,10
3266,19,120877.53,10
3267,39,48430.58,10
3268,52,27930.387,10
3269,54,102884.734,10
3270,54,177653.67,10
3271,49,10700.471,10
3272,22,329539.6,10
3273,33,21815.877,10
3274,18,23191.467,10
3275,52,18469.324,10
3276,20,50033.973,10
3277,29,17961.82,10
3278,23,19794.715,10
3279,18,28823.268,10
3280,53,55856.594,10
3281,29,60334.61,10
3282,24,134960.33,10
3283,40,132494.62,10
3284,48,113489.695,10
3285,37,40557.848,10
3286,28,11462.463,10
3287,27,11261.293,10
3288,20,112866.63,10
3289,34,98202.0,10
3290,31,30528.463,10
3291,33,15790.903,10
3292,27,21634.78,10
3293,33,57499.625,10
3294,46,57585.56,10
3295,53,115128.4,10
3296,27,34873.926,10
3297,23,41132.32,10
3298,29,123011.77,10
3299,47,9133.482,10
3300,47,64456.164,10
3301,34,38268.992,10
3302,18,88431.73,10
3303,32,75347.31,10
3304,22,28644.896,10
3305,32,33319.91,10
3306,37,7928.332,10
3307,25,91105.32,10
3308,29,60572.566,10
3309,40,153060.44,10
3310,18,36324.883,10
3311,55,103906.5,10
3312,21,21244.162,10
3313,37,5744.203,10
3314,45,46358.832,10
3315,47,31774.93,10
3316,53,21571.346,10
3317,22,102566.086,10
3318,54,131449.19,10
3319,22,54399.777,10
3320,36,43207.227,10
3321,54,52572.316,10
3322,29,29656.52,10
3323,38,78421.625,10
3324,54,14592.759,10
3325,19,21190.66,10
3326,53,26549.584,10
3327,45,77100.31,10
3328,38,39253.13,10
3329,18,148462.94,10
3330,23,95075.45,10
3331,45,26341.574,10
3332,43,82996.266,10
3333,32,36069.85,10
3334,25,73007.88,10
3335,23,98833.91,10
3336,52,121972.39,10
3337,37,58770.516,10
3338,18,179849.78,10
3339,32,71170.22,10
3340,31,55704.71,10
3341,41,39252.355,10
3342,19,30173.854,10
3343,47,69960.445,10
3344,26,54197.19,10
3345,54,61601.332,10
3346,37,73451.086,10
3347,23,61393.51,10
3348,43,250299.78,10
3349,46,32774.51,10
3350,36,70658.445,10
3351,18,41673.625,10
3352,41,6978.579,10
3353,20,42830.254,10
3354,52,23637.285,10
3355,24,47397.29,10
3356,23,48954.973,10
3357,21,68054.53,10
3358,54,32716.498,10
3359,39,36159.824,10
3360,36,87582.21,10
3361,22,26174.252,10
3362,50,11487.513,10
3363,44,56692.848,10
3364,31,117766.28,10
3365,54,86779.234,10
3366,29,57535.973,10
3367,37,135984.28,10
3368,37,118823.21,10
3369,44,38370.594,10
3370,41,60949.18,10
3371,36,63079.207,10
3372,45,46647.65,10
3373,21,123893.34,10
3374,51,44270.152,10
3375,42,33508.523,10
3376,47,6288.924,10
3377,46,26400.42,10
3378,46,17456.092,10
3379,20,48409.984,10
3380,48,18339.764,10
3381,38,81367.086,10
3382,34,121361.43,10
3383,55,48769.133,10
3384,40,22755.545,10
3385,55,62874.664,10
3386,19,227421.03,10
3387,37,177329.12,10
3388,18,16234.848,10
3389,40,15760.046,10
3390,38,12837.799,10
3391,33,20134.594,10
3392,55,61147.99,10
3393,42,32029.828,10
3394,49,25561.492,10
3395,25,114813.7,10
3396,35,76408.77,10
3397,30,12784.851,10
3398,38,109661.984,10
3399,18,74952.22,10
3400,27,76297.0,10
3401,41,31678.676,10
3402,25,43042.14,10
3403,46,10317.544,10
3404,49,100044.23,10
3405,43,22485.742,10
3406,55,24916.24,10
3407,30,24648.35,10
3408,22,211102.52,10
3409,47,29284.541,10
3410,39,106253.87,10
3411,43,49049.47,10
3412,45,25757.742,10
3413,51,22280.303,10
3414,33,30233.123,10
3415,18,47108.52,10
3416,50,80916.09,10
3417,32,34302.89,10
3418,25,33291.22,10
3419,43,24707.303,10
3420,36,19236.111,10
3421,35,17990.975,10
3422,27,110216.445,10
3423,47,32751.598,10
3424,24,35156.246,10
3425,35,29333.58,10
3426,18,38804.566,10
3427,34,67281.3,10
3428,43,33869.617,10
3429,25,57778.395,10
3430,41,155491.3,10
3431,37,25953.12,10
3432,29,35178.97,10
3433,25,83502.055,10
3434,44,165647.16,10
3435,25,18507.477,10
3436,36,12824.787,10
3437,42,49975.75,10
3438,22,46012.887,10
3439,21,87545.484,10
3440,50,77483.984,10
3441,18,48659.76,10
3442,19,115745.625,10
3443,36,28997.479,10
3444,48,59221.676,10
3445,47,18905.582,10
3446,33,48342.95,10
3447,31,15535.344,10
3448,38,20477.94,10
3449,22,196288.3,10
3450,20,11616.11,10
3451,43,42043.367,10
3452,27,96911.2,10
3453,45,295629.66,10
3454,19,57609.242,10
3455,25,60304.04,10
3456,43,51612.883,10
3457,48,116490.59,10
3458,23,70625.12,10
3459,41,31561.965,10
3460,26,122050.19,10
3461,50,34545.26,10
3462,32,13918.601,10
3463,42,13953.961,10
3464,29,42570.797,10
3465,30,54296.31,10
3466,49,107396.375,10
3467,26,83485.766,10
3468,28,53298.266,10
